"","fecha_YM","producto","precio_promedio_pond","precio_promedio","ingresos_mes"
"351","2018-11","Cebolla",13.6325762360349,13.609375,1662534
"352","2018-11","Manzana",51.489027397191,51.5982142857144,1683751
"353","2018-11","Naranja",15.2591721955202,15.25,4174464
"354","2018-11","Papa",20.8804493991786,20.875,9524628
"355","2018-11","Tomate",18.1295102547092,17.734375,2692129
"356","2018-12","Cebolla",12.4263570299387,12.4375,1905927
"357","2018-12","Manzana",55.8162970582962,56.0333333333334,1782833
"358","2018-12","Naranja",15.5,15.5,4454182
"359","2018-12","Papa",20.7134511565573,20.75,11291096
"360","2018-12","Tomate",27.2324059858013,26.65,2745330
"361","2019-01","Cebolla",12.5,12.5,1390058
"362","2019-01","Manzana",49.9901776818353,50.3452380952381,1440265
"363","2019-01","Naranja",15.0708381966125,15.078125,3831434
"364","2019-01","Papa",21.3433943849336,21.375,9297272
"365","2019-01","Tomate",29.2029496004029,31.09375,1584596
"366","2019-02","Cebolla",14.2282694243361,14.203125,1206103
"367","2019-02","Manzana",37.8748962996102,37.8541666666667,1555764
"368","2019-02","Naranja",16.3856011025529,16.40625,4289318
"369","2019-02","Papa",22.5264424175412,22.5625,9584846
"370","2019-02","Tomate",55.6448563500069,56.875,1267038
"371","2019-03","Cebolla",13.125,13.125,1309029
"372","2019-03","Manzana",27.6972825367045,27.6718749999999,1650769
"373","2019-03","Naranja",19.178176003959,19.4296875000001,2731038
"374","2019-03","Papa",21.4022040232847,21.375,10032698
"375","2019-03","Tomate",59.7481785461631,59.84375,1184562
"376","2019-04","Cebolla",15.2031710935903,15.0833333333333,1719102
"377","2019-04","Manzana",27.9849588827068,28.1113095238095,2113154
"378","2019-04","Naranja",21.8350829268272,21.8,3184454
"379","2019-04","Papa",21.1521990782196,20.9166666666667,11865661
"380","2019-04","Tomate",47.8262822241484,47.125,1731737
"381","2019-05","Cebolla",16.5,16.5,1583871
"382","2019-05","Manzana",26.625,26.625,1771647
"383","2019-05","Naranja",14.3205719179697,14.3958333333333,3576014
"384","2019-05","Papa",21.6665395858771,21.6875,9869050
"385","2019-05","Tomate",37.642028198395,37.4375,1250213
"386","2019-06","Cebolla",17.3819770979698,17.34375,1410006
"387","2019-06","Manzana",26.0956375946198,26.0572916666666,1655353
"388","2019-06","Naranja",12.8863471228015,12.9244791666667,3344932
"389","2019-06","Papa",21.2380941872876,21.1875,9811048
"390","2019-06","Tomate",40.3072196756529,40.84375,988694
"391","2019-07","Cebolla",25.6855322564919,25.5625,1815309
"392","2019-07","Manzana",26.0911993373819,26.0347222222223,1878541
"393","2019-07","Naranja",11.5415457313324,11.55,4359768
"394","2019-07","Papa",19.8643343236723,19.9,11711142
"395","2019-07","Tomate",42.9975847829598,43.125,1108389
